miRNA,Target gene,Gene id,PMID,Source,RadiationDB_target gene_annotation
hsa-miR-122-5p,CTDNEP1,23399,28287811,miRTarBase,-
hsa-miR-122-5p,LPIN1,23175,28287811,miRTarBase,-
hsa-miR-122-5p,SPRY2,10253,27943426,miRTarBase,-
hsa-miR-122-5p,PEG10,23089,27370270,miRTarBase,Prediction
hsa-miR-122-5p,IL1A,3552,26239639,miRTarBase,-
hsa-miR-122-5p,PDK4,5166,26506419,miRTarBase,-
hsa-miR-122-5p,EGFR,1956,28641303,miRTarBase,Experiment
hsa-miR-122-5p,VEGFC,7424,27508026,miRTarBase,Experiment
hsa-miR-1246,DYRK1A,1859,24861464,miRTarBase,-
hsa-miR-1246,NFIB,4781,25591821,miRTarBase,-
hsa-miR-1246,PRKAR1A,5573,28159925,miRTarBase,-
hsa-miR-1246,AXIN2,8313,27639189,miRTarBase,-
hsa-miR-1246,GSK3B,2932,27639189,miRTarBase,Experiment
hsa-miR-125a-5p,CDKN1A,1026,20190813,miRTarBase,Experiment
hsa-miR-125a-5p,LIN28A,79727,16227573,miRTarBase,Experiment
hsa-miR-125a-5p,NTRK3,4916,17483472//19179615//18973228,miRTarBase,-
hsa-miR-125a-5p,CD34,947,18308931,miRTarBase,Experiment
hsa-miR-125a-5p,TP53,7157,19818772//26017674,miRTarBase,Experiment
hsa-miR-125a-5p,VEGFA,7422,26398444,miRTarBase,Experiment
hsa-miR-125a-5p,ERBB3,2065,17110380//20864407//23519125,miRTarBase,Experiment
hsa-miR-125a-5p,ERBB2,2064,17110380//21220473//23519125//25833836,miRTarBase,Experiment
hsa-miR-125a-5p,KLF13,51621,20589685//24151079,miRTarBase,-
hsa-miR-125a-5p,BAK1,578,20616003,miRTarBase,Experiment
hsa-miR-125a-5p,ARID3B,10620,19881956,miRTarBase,-
hsa-miR-125a-5p,ELAVL1,1994,19875930,miRTarBase,Experiment
hsa-miR-125a-5p,TNFAIP3,7128,22550173//26758190,miRTarBase,Experiment
hsa-miR-125a-5p,SMAD4,4089,22357933,miRTarBase,Experiment
hsa-miR-125a-5p,MMP11,4320,22768249,miRTarBase,Prediction
hsa-miR-125a-5p,HK2,3099,22593586,miRTarBase,Experiment
hsa-miR-125a-5p,EIF4EBP1,1978,26646586,miRTarBase,Experiment
hsa-miR-125a-5p,LIFR,3977,21788734//25962054,miRTarBase,-
hsa-miR-125a-5p,EGFR,1956,24484870,miRTarBase,Experiment
hsa-miR-125a-5p,BCL2L12,83596,26297542,miRTarBase,-
hsa-miR-125a-5p,BCL2,596,26297542,miRTarBase,Experiment
hsa-miR-125a-5p,LFNG,3955,23484856,miRTarBase,-
hsa-miR-125a-5p,IFNG,3458,24759737,miRTarBase,Prediction
hsa-miR-125a-5p,ESRRA,2101,25266720,miRTarBase,-
hsa-miR-125a-5p,TRAF6,7189,24360988,miRTarBase,Prediction
hsa-miR-125a-5p,VPS51,738,25172656,miRTarBase,-
hsa-miR-125a-5p,SIRT7,51547,23079745,miRTarBase,Experiment
hsa-miR-125a-5p,CLEC5A,23601,24216483,miRTarBase,-
hsa-miR-125a-5p,GALNT14,79623,27133078,miRTarBase,-
hsa-miR-125a-5p,STAT3,6774,26389681,miRTarBase,Experiment
hsa-miR-125a-5p,MCL1,4170,26297542,miRTarBase,Experiment
hsa-miR-125a-5p,NAIF1,203245,26719710,miRTarBase,-
hsa-miR-125a-5p,MAPK14,1432,28386337,miRTarBase,Experiment
hsa-miR-125a-5p,EDN1,1906,27106952,miRTarBase,-
hsa-miR-125a-5p,CASP2,835,26962687,miRTarBase,-
hsa-miR-125a-5p,DLL4,54567,27252357,miRTarBase,Experiment
hsa-miR-125a-5p,ABL2,27,26766902,miRTarBase,-
hsa-miR-125a-5p,TAFAZZIN,6901,27094723,miRTarBase,-
hsa-miR-125a-5p,HAX1,10456,27880721,miRTarBase,-
hsa-miR-125a-5p,ZBTB7A,51341,26713860,miRTarBase,-
hsa-miR-125a-5p,HDAC4,9759,25504437,miRTarBase,Experiment
hsa-miR-125a-5p,PIK3CG,5294,26622553,miRTarBase,-
hsa-miR-125a-5p,AKT1,207,26622553,miRTarBase,Experiment
hsa-miR-125a-5p,MTOR,2475,26622553,miRTarBase,Experiment
hsa-miR-125a-5p,MEG3,55384,27522004,miRTarBase,-
hsa-miR-125a-5p,HDAC5,10014,25531695,miRTarBase,-
hsa-miR-125a-5p,RAF1,5894,27982429,miRTarBase,Experiment
hsa-miR-125a-5p,E2F3,1871,25733534,miRTarBase,-
hsa-miR-125a-5p,JAK2,3717,26011312,miRTarBase,-
hsa-miR-125a-5p,SMAD2,4087,27388239,miRTarBase,-
hsa-miR-125a-5p,ARID3A,1820,28408353,miRTarBase,-
hsa-miR-125b-5p,BMPR1B,658,19738052//28214897,miRTarBase,-
hsa-miR-125b-5p,EIF4EBP1,1978,22071331//26646586,miRTarBase,Experiment
hsa-miR-125b-5p,HMGA2,8091,17563749,miRTarBase,-
hsa-miR-125b-5p,HMGA1,3159,17563749,miRTarBase,Experiment
hsa-miR-125b-5p,GLI1,2735,18756266,miRTarBase,Experiment
hsa-miR-125b-5p,NKIRAS2,28511,20351193,miRTarBase,-
hsa-miR-125b-5p,SMO,6608,20216554//18756266,miRTarBase,-
hsa-miR-125b-5p,TP53,7157,20216554//19293287//21935352//23497288//22331826//26585673,miRTarBase,Experiment
hsa-miR-125b-5p,VDR,7421,19437538//22213330,miRTarBase,-
hsa-miR-125b-5p,SGPL1,8879,19635812,miRTarBase,-
hsa-miR-125b-5p,BAK1,578,18056640//21823019//23497288//23928699//27158338,miRTarBase,Experiment
hsa-miR-125b-5p,ERBB3,2065,17110380//23146892//23519125,miRTarBase,Experiment
hsa-miR-125b-5p,ERBB2,2064,19825990//17110380//20864407//22460089//25388283//26966351//26544868//25833836,miRTarBase,Experiment
hsa-miR-125b-5p,BMF,90427,19471102,miRTarBase,-
hsa-miR-125b-5p,KLF13,51621,19396866,miRTarBase,-
hsa-miR-125b-5p,NTRK3,4916,17483472,miRTarBase,-
hsa-miR-125b-5p,LIN28A,79727,18230348//16495412//16227573//22366319//22277001,miRTarBase,Experiment
hsa-miR-125b-5p,CBFB,865,21903586//22689670,miRTarBase,-
hsa-miR-125b-5p,AKT1,207,18649363,miRTarBase,Experiment
hsa-miR-125b-5p,CYP24A1,1591,19570947,miRTarBase,-
hsa-miR-125b-5p,RAF1,5894,19825990,miRTarBase,Experiment
hsa-miR-125b-5p,PRDM1,639,20497960//26655851//27613090,miRTarBase,-
hsa-miR-125b-5p,IRF4,3662,20497960,miRTarBase,-
hsa-miR-125b-5p,GRIN2A,2903,20159450,miRTarBase,-
hsa-miR-125b-5p,CDKN2A,1029,20347935//23585871,miRTarBase,Experiment
hsa-miR-125b-5p,CGN,57530,28082316,miRTarBase,-
hsa-miR-125b-5p,TP53INP1,94241,21970405//26388699,miRTarBase,Experiment
hsa-miR-125b-5p,LACTB,114294,26603571,miRTarBase,-
hsa-miR-125b-5p,STAT3,6774,28108732//27576314,miRTarBase,Experiment
hsa-miR-125b-5p,E2F3,1871,20549700//22523546,miRTarBase,-
hsa-miR-125b-5p,IGF2,3481,21200031,miRTarBase,Prediction
hsa-miR-125b-5p,LIN28B,389421,20827722,miRTarBase,Experiment
hsa-miR-125b-5p,BBC3,27113,20886540,miRTarBase,Experiment
hsa-miR-125b-5p,PPP1CA,5499,21935352//25240408//25001178,miRTarBase,-
hsa-miR-125b-5p,PRKRA,8575,21935352,miRTarBase,-
hsa-miR-125b-5p,BCL2,596,22293115,miRTarBase,Experiment
hsa-miR-125b-5p,ETS1,2113,21444677//24486760,miRTarBase,-
hsa-miR-125b-5p,RPS6KA1,6195,21643012//27613090,miRTarBase,-
hsa-miR-125b-5p,TNFAIP3,7128,22550173//27637078,miRTarBase,Experiment
hsa-miR-125b-5p,PIGF,5281,21703189,miRTarBase,-
hsa-miR-125b-5p,BCL3,602,20658525,miRTarBase,-
hsa-miR-125b-5p,TBC1D1,23216,19635812,miRTarBase,-
hsa-miR-125b-5p,DGAT1,8694,19635812,miRTarBase,-
hsa-miR-125b-5p,FGFR2,2263,21412257,miRTarBase,Experiment
hsa-miR-125b-5p,ARID3B,10620,22307404,miRTarBase,-
hsa-miR-125b-5p,SMAD4,4089,22357933,miRTarBase,Experiment
hsa-miR-125b-5p,MCL1,4170,22942733//22824797//26504803,miRTarBase,Experiment
hsa-miR-125b-5p,IL6R,3570,22942733//22824797,miRTarBase,-
hsa-miR-125b-5p,STARD13,90627,22693547//27220320,miRTarBase,-
hsa-miR-125b-5p,ABTB1,80325,22689670,miRTarBase,-
hsa-miR-125b-5p,HK2,3099,22593586,miRTarBase,Experiment
hsa-miR-125b-5p,E2F2,1870,22999819,miRTarBase,-
hsa-miR-125b-5p,MMP13,4322,22782903,miRTarBase,Prediction
hsa-miR-125b-5p,MAPK14,1432,22854965,miRTarBase,Experiment
hsa-miR-125b-5p,EPO,2056,24165569,miRTarBase,-
hsa-miR-125b-5p,MUC1,4582,20729973,miRTarBase,Experiment
hsa-miR-125b-5p,NES,10763,23016664,miRTarBase,-
hsa-miR-125b-5p,CEBPA,1050,25982911,miRTarBase,-
hsa-miR-125b-5p,CDH5,1003,22391569,miRTarBase,-
hsa-miR-125b-5p,ARID3A,1820,22469780,miRTarBase,-
hsa-miR-125b-5p,BCL2L2,599,22824797//25001178,miRTarBase,-
hsa-miR-125b-5p,NCOR2,9612,23514806,miRTarBase,-
hsa-miR-125b-5p,EIF5A2,56648,24811246,miRTarBase,-
hsa-miR-125b-5p,MXD1,4084,23099851,miRTarBase,-
hsa-miR-125b-5p,PIAS3,10401,23857508,miRTarBase,Prediction
hsa-miR-125b-5p,PIK3CD,5293,23160634//24517182,miRTarBase,Experiment
hsa-miR-125b-5p,PCTP,58488,22723551,miRTarBase,-
hsa-miR-125b-5p,LIPA,3988,22723551,miRTarBase,-
hsa-miR-125b-5p,GSS,2937,22723551,miRTarBase,-
hsa-miR-125b-5p,IKZF2,22807,22723551,miRTarBase,-
hsa-miR-125b-5p,IKZF3,22806,22723551,miRTarBase,-
hsa-miR-125b-5p,IKZF4,64375,22723551,miRTarBase,-
hsa-miR-125b-5p,ICAM2,3384,23591197,miRTarBase,Experiment
hsa-miR-125b-5p,VPS4B,9525,25403182,miRTarBase,-
hsa-miR-125b-5p,BTG2,7832,27613090,miRTarBase,Experiment
hsa-miR-125b-5p,SET,6418,27383536,miRTarBase,-
hsa-miR-125b-5p,CCNJ,54619,24098452,miRTarBase,-
hsa-miR-125b-5p,ENPEP,2028,24098452,miRTarBase,-
hsa-miR-125b-5p,CSNK2A1,1457,24098452,miRTarBase,-
hsa-miR-125b-5p,MEGF9,1955,24098452,miRTarBase,-
hsa-miR-125b-5p,MAN1B1,11253,23940818,miRTarBase,-
hsa-miR-125b-5p,EPOR,2057,24165569,miRTarBase,-
hsa-miR-125b-5p,AHRR,57491,24176857,miRTarBase,-
hsa-miR-125b-5p,SCNN1A,6337,25173609,miRTarBase,-
hsa-miR-125b-5p,VPS51,738,25172656,miRTarBase,-
hsa-miR-125b-5p,SIRT7,51547,23079745//26770454,miRTarBase,Experiment
hsa-miR-125b-5p,DUSP6,1848,25001178,miRTarBase,Experiment
hsa-miR-125b-5p,TET2,54790,24120864,miRTarBase,-
hsa-miR-125b-5p,SEMA4C,54910,25605244,miRTarBase,-
hsa-miR-125b-5p,SPHK1,8877,26807182,miRTarBase,Experiment
hsa-miR-125b-5p,MMP2,4313,27133077,miRTarBase,-
hsa-miR-125b-5p,MMP26,56547,27143441,miRTarBase,-
hsa-miR-125b-5p,MAP3K11,4296,26138442//27613090,miRTarBase,-
hsa-miR-125b-5p,SFRP5,6425,27592695,miRTarBase,-
hsa-miR-125b-5p,LIFR,3977,25915540,miRTarBase,-
hsa-miR-125b-5p,GAB2,9846,26354435,miRTarBase,-
hsa-miR-125b-5p,Fas,14102,26272872,miRTarBase,-
hsa-miR-125b-5p,APLN,8862,26585673,miRTarBase,-
hsa-miR-125b-5p,PIK3CB,5291,26458815,miRTarBase,Experiment
hsa-miR-125b-5p,IGF1R,3480,26455324,miRTarBase,Experiment
hsa-miR-125b-5p,NEU1,4758,27220320,miRTarBase,-
hsa-miR-125b-5p,ALOX5,240,25589070,miRTarBase,-
hsa-miR-125b-5p,CD44,960,26686386,miRTarBase,Experiment
hsa-miR-125b-5p,EGFR,1956,26686386,miRTarBase,Experiment
hsa-miR-125b-5p,TNF,7124,26435691,miRTarBase,Experiment
hsa-miR-125b-5p,PHF8,23133,26309412,miRTarBase,-
hsa-miR-125b-5p,KLC2,64837,25668010,miRTarBase,-
hsa-miR-125b-5p,ANGPT2,285,27577856,miRTarBase,-
hsa-miR-125b-5p,APC,324,28176874,miRTarBase,-
hsa-miR-125b-5p,FES,2242,28389358,miRTarBase,Experiment
hsa-miR-125b-5p,DKK3,27122,27788486,miRTarBase,-
hsa-miR-125b-5p,FZD6,8323,27698350,miRTarBase,-
hsa-miR-125b-5p,CDKN2D,1032,27763644,miRTarBase,-
hsa-miR-125b-5p,PODXL,5420,25738314,miRTarBase,Experiment
hsa-miR-125b-5p,JAK2,3717,26011312,miRTarBase,-
hsa-miR-125b-5p,SUV39H1,6839,27304919,miRTarBase,-
hsa-miR-125b-5p,PTH1R,5745,26351562,miRTarBase,-
hsa-miR-125b-5p,HOTTIP,100316868,25424744,miRTarBase,-
hsa-miR-125b-5p,DRAM2,128338,27518550,miRTarBase,-
hsa-miR-126-3p,SPRED1,161742,18987025//18694566//22525256//23811937//26381870,miRTarBase,-
hsa-miR-126-3p,PLK2,10769,18832181//24969300,miRTarBase,Prediction
hsa-miR-126-3p,RGS3,5998,27754994,miRTarBase,-
hsa-miR-126-3p,TOM1,10043,20083669,miRTarBase,-
hsa-miR-126-3p,HOXA9,3205,18474618,miRTarBase,-
hsa-miR-126-3p,CRK,1398,18602365//19767772//20619534//24969300//25027343,miRTarBase,-
hsa-miR-126-3p,VEGFA,7422,19223090//22510476//21249429//25428912//24140635//23900443,miRTarBase,Experiment
hsa-miR-126-3p,PIK3R2,5296,18987025//18663744//21249429//24969300//26381870//27191494,miRTarBase,-
hsa-miR-126-3p,VCAM1,7412,18227515,miRTarBase,-
hsa-miR-126-3p,IRS1,3667,18834857//21464990//23603512//23893300//26893711//26617742//27119351,miRTarBase,-
hsa-miR-126-3p,SOX2,6657,21304604//24384842,miRTarBase,Experiment
hsa-miR-126-3p,PTPN7,5778,21163928,miRTarBase,-
hsa-miR-126-3p,DNMT1,1786,21538319,miRTarBase,Experiment
hsa-miR-126-3p,KRAS,3845,22384141,miRTarBase,Experiment
hsa-miR-126-3p,IGFBP2,3485,22170610,miRTarBase,-
hsa-miR-126-3p,PITPNC1,26207,22170610,miRTarBase,Experiment
hsa-miR-126-3p,MERTK,10461,22170610,miRTarBase,-
hsa-miR-126-3p,EGFL7,51162,20034472,miRTarBase,-
hsa-miR-126-3p,SLC7A5,8140,21439283//26054677//26244545,miRTarBase,-
hsa-miR-126-3p,PIK3CG,5294,22900072//23142521//27729613//26659078,miRTarBase,-
hsa-miR-126-3p,TEK,7010,22867989,miRTarBase,-
hsa-miR-126-3p,ADAM9,8754,23437250//22064652//24823697//25512445//26244545//28260063,miRTarBase,Experiment
hsa-miR-126-3p,MMP7,4316,23437250,miRTarBase,-
hsa-miR-126-3p,CXCL12,6387,23396050,miRTarBase,-
hsa-miR-126-3p,CRKL,1399,24055140,miRTarBase,-
hsa-miR-126-3p,PGR,5241,21526342,miRTarBase,-
hsa-miR-126-3p,FOXO3,2309,23603512,miRTarBase,Experiment
hsa-miR-126-3p,BCL2,596,23603512,miRTarBase,Experiment
hsa-miR-126-3p,CXCR4,7852,24532280//24189753//23744532,miRTarBase,Experiment
hsa-miR-126-3p,ADGRE5,976,24274104,miRTarBase,-
hsa-miR-126-3p,TCF4,6925,24190507,miRTarBase,Prediction
hsa-miR-126-3p,RHOU,58480,23811937,miRTarBase,-
hsa-miR-126-3p,LRP6,4040,23811937//26239517,miRTarBase,-
hsa-miR-126-3p,ADM,133,24037526,miRTarBase,-
hsa-miR-126-3p,SIRT1,23411,23877372,miRTarBase,Experiment
hsa-miR-126-3p,NFKBIA,4792,23285182,miRTarBase,Experiment
hsa-miR-126-3p,CADM1,23705,26464628,miRTarBase,-
hsa-miR-126-3p,EZH2,2146,27622325,miRTarBase,Experiment
hsa-miR-126-3p,ROCK1,6093,27108693,miRTarBase,Experiment
hsa-miR-126-3p,AKT1,207,26659078,miRTarBase,Experiment
hsa-miR-1271-5p,GPC3,2719,22865282,miRTarBase,-
hsa-miR-1271-5p,FOXQ1,94234,26159618,miRTarBase,-
hsa-miR-1271-5p,CCNG1,900,26477861,miRTarBase,Experiment
hsa-miR-1290,FOXA1,3169,26851540,miRTarBase,-
hsa-miR-129-5p,CAMTA1,23261,18189265,miRTarBase,Experiment
hsa-miR-129-5p,AGO3,192669,18189265,miRTarBase,-
hsa-miR-129-5p,SOX4,6659,19887623//20331975,miRTarBase,-
hsa-miR-129-5p,NOTCH1,4851,17150773//28410211,miRTarBase,Experiment
hsa-miR-129-5p,FMR1,2332,23390134,miRTarBase,-
hsa-miR-129-5p,CDK6,1021,24055727,miRTarBase,Experiment
hsa-miR-129-5p,BDKRB2,624,25008064,miRTarBase,-
hsa-miR-129-5p,ABCB1,5243,25344911//28012924,miRTarBase,Experiment
hsa-miR-129-5p,ABCC5,10057,25344911,miRTarBase,-
hsa-miR-129-5p,ABCG1,9619,25344911,miRTarBase,-
hsa-miR-129-5p,APC,324,24194897,miRTarBase,-
hsa-miR-129-5p,SP1,6667,24358111,miRTarBase,Experiment
hsa-miR-129-5p,RET,5979,24631532,miRTarBase,-
hsa-miR-129-5p,HMGB1,3146,26720492//27191994,miRTarBase,Experiment
hsa-miR-129-5p,NR4A2,4929,26824182,miRTarBase,-
hsa-miR-129-5p,WNT4,54361,27556296,miRTarBase,-
hsa-miR-129-5p,PDPK1,5170,26884980,miRTarBase,Experiment
hsa-miR-129-5p,IGF2BP3,10643,26510428,miRTarBase,Experiment
hsa-miR-129-5p,MAPK1,5594,26510428,miRTarBase,Prediction
hsa-miR-129-5p,IGF1,3479,26510428,miRTarBase,Experiment
hsa-miR-129-5p,MCRS1,10445,28105223,miRTarBase,-
hsa-miR-129-5p,VIM,7431,28105223,miRTarBase,-
hsa-miR-129-5p,CDH1,999,28105223,miRTarBase,Experiment
hsa-miR-129-5p,TWIST1,7291,26460733,miRTarBase,Experiment
hsa-miR-129-5p,BECN1,8678,27186312,miRTarBase,Experiment
hsa-miR-129-5p,FNDC3A,22862,28068630,miRTarBase,-
hsa-miR-129-5p,COL1A1,1277,28482162,miRTarBase,Experiment
hsa-miR-130a-3p,HOXA5,3202,17957028,miRTarBase,-
hsa-miR-130a-3p,MAFB,9935,16549775,miRTarBase,-
hsa-miR-130a-3p,TAC1,6863,17855557,miRTarBase,-
hsa-miR-130a-3p,ATXN1,6310,18758459,miRTarBase,-
hsa-miR-130a-3p,MEOX2,4223,17957028,miRTarBase,-
hsa-miR-130a-3p,CSF1,1435,14697198//18823650,miRTarBase,-
hsa-miR-130a-3p,HOXA10,3206,20981674,miRTarBase,Experiment
hsa-miR-130a-3p,KLF4,9314,20981674,miRTarBase,Prediction
hsa-miR-130a-3p,PPARG,5468,21135128//26692941//26436920//26398698,miRTarBase,Experiment
hsa-miR-130a-3p,DICER1,23405,22350415,miRTarBase,-
hsa-miR-130a-3p,ATG2B,55102,22350415,miRTarBase,-
hsa-miR-130a-3p,ESR1,2099,21712254,miRTarBase,Experiment
hsa-miR-130a-3p,IFITM1,8519,22787204,miRTarBase,-
hsa-miR-130a-3p,RUNX3,864,22846564//23874686//26375442//26134263,miRTarBase,Experiment
hsa-miR-130a-3p,RAB5A,5868,25755726,miRTarBase,Experiment
hsa-miR-130a-3p,SMAD4,4089,23393589//26817584,miRTarBase,Experiment
hsa-miR-130a-3p,GJA1,2697,24819345,miRTarBase,-
hsa-miR-130a-3p,PDGFRA,5156,26565905,miRTarBase,-
hsa-miR-130a-3p,TNF,7124,24885472//26435691,miRTarBase,Experiment
hsa-miR-130a-3p,SLAIN1,122060,26074357,miRTarBase,-
hsa-miR-130a-3p,TGFBR2,7048,27304191,miRTarBase,-
hsa-miR-130a-3p,XIAP,331,24145606,miRTarBase,Experiment
hsa-miR-130a-3p,Acvr1,11477,25002578,miRTarBase,-
hsa-miR-130a-3p,IL18,3606,24801815,miRTarBase,-
hsa-miR-130a-3p,TGFB1,7040,24801815,miRTarBase,Experiment
hsa-miR-130a-3p,PPARA,5465,24960162,miRTarBase,Experiment
hsa-miR-130a-3p,MYC,4609,25544755,miRTarBase,Experiment
hsa-miR-130a-3p,PTEN,5728,27040383,miRTarBase,Experiment
hsa-miR-130a-3p,DLL4,54567,26872979,miRTarBase,Experiment
hsa-miR-130a-3p,PPARGC1A,10891,25595716,miRTarBase,-
hsa-miR-130a-3p,MAP3K12,7786,25999017,miRTarBase,-
hsa-miR-130a-3p,MECP2,4204,27245166,miRTarBase,-
hsa-miR-130b-3p,TP53INP1,94241,18974142,miRTarBase,Experiment
hsa-miR-130b-3p,RUNX3,864,20176475,miRTarBase,Experiment
hsa-miR-130b-3p,PPARG,5468,21135128//27746169,miRTarBase,Experiment
hsa-miR-130b-3p,CSF1,1435,22005523,miRTarBase,-
hsa-miR-130b-3p,UVRAG,7405,22228303,miRTarBase,Experiment
hsa-miR-130b-3p,ZEB1,6935,22847613,miRTarBase,Experiment
hsa-miR-130b-3p,DICER1,23405,23392577,miRTarBase,-
hsa-miR-130b-3p,SMAD4,4089,24220575,miRTarBase,Experiment
hsa-miR-130b-3p,ZBTB4,57659,24220575,miRTarBase,-
hsa-miR-130b-3p,STAT3,6774,24040078,miRTarBase,Experiment
hsa-miR-130b-3p,PDGFRA,5156,22995917,miRTarBase,-
hsa-miR-130b-3p,PTEN,5728,24220575//26837847//25637514,miRTarBase,Experiment
hsa-miR-130b-3p,ITGB1,3688,24498407,miRTarBase,Experiment
hsa-miR-130b-3p,CMPK1,51727,28414100,miRTarBase,-
hsa-miR-130b-3p,FMR1,2332,24021279,miRTarBase,-
hsa-miR-130b-3p,CCNA2,890,24681352,miRTarBase,Prediction
hsa-miR-130b-3p,PPARGC1A,10891,23868745,miRTarBase,-
hsa-miR-130b-3p,IRF1,3659,25617495,miRTarBase,Experiment
hsa-miR-130b-3p,MMP2,4313,25154741,miRTarBase,-
hsa-miR-130b-3p,DLL1,28514,28163094,miRTarBase,-
hsa-miR-130b-3p,NKD2,85409,26902120,miRTarBase,-
hsa-miR-130b-3p,CYLD,1540,26711782,miRTarBase,-
hsa-miR-130b-3p,IGF1,3479,26953888,miRTarBase,Experiment
hsa-miR-130b-3p,CYP2C9,1559,25802328,miRTarBase,-
hsa-miR-130b-3p,CCDC6,8030,26835423,miRTarBase,-
hsa-miR-130b-3p,PPARA,5465,26475357//27364335,miRTarBase,Experiment
hsa-miR-130b-3p,SNAI3,333929,26837280,miRTarBase,-
hsa-miR-130b-3p,MST1,4485,26241672,miRTarBase,-
hsa-miR-130b-3p,SAV1,60485,26241672,miRTarBase,-
hsa-miR-130b-3p,ERBB2,2064,26316103,miRTarBase,Experiment
hsa-miR-132-3p,SIRT1,23411,19819989//28383763,miRTarBase,Experiment
hsa-miR-132-3p,CDKN1A,1026,20190813,miRTarBase,Experiment
hsa-miR-132-3p,ARHGAP32,9743,18577589//19850129,miRTarBase,-
hsa-miR-132-3p,RB1,5925,21329664,miRTarBase,-
hsa-miR-132-3p,HBEGF,1839,21853268//22310291,miRTarBase,-
hsa-miR-132-3p,RASA1,5921,21868695,miRTarBase,-
hsa-miR-132-3p,CRK,1398,23184980,miRTarBase,-
hsa-miR-132-3p,TJAP1,93643,23184980,miRTarBase,-
hsa-miR-132-3p,TLN2,83660,22310291//22330136,miRTarBase,-
hsa-miR-132-3p,SPRED1,161742,25945589,miRTarBase,-
hsa-miR-132-3p,MUC13,56667,28339011,miRTarBase,-
hsa-miR-132-3p,CCNA2,890,21329664,miRTarBase,Prediction
hsa-miR-132-3p,CCNB1,891,21329664,miRTarBase,Experiment
hsa-miR-132-3p,FOXO1,2308,26298723//27556448,miRTarBase,-
hsa-miR-132-3p,BDNF,627,23704927,miRTarBase,-
hsa-miR-132-3p,JPT1,51155,25538559,miRTarBase,-
hsa-miR-132-3p,KLHL11,55175,25538559,miRTarBase,-
hsa-miR-132-3p,MAPK1,5594,25538559,miRTarBase,Prediction
hsa-miR-132-3p,SOX5,6660,25305446,miRTarBase,-
hsa-miR-132-3p,IRAK4,51135,23264652,miRTarBase,-
hsa-miR-132-3p,EGFR,1956,26452132,miRTarBase,Experiment
hsa-miR-132-3p,RAF1,5894,26452132,miRTarBase,Experiment
hsa-miR-132-3p,SOX4,6659,26377202,miRTarBase,-
hsa-miR-132-3p,SPRY1,10252,25945589,miRTarBase,-
hsa-miR-132-3p,MMP9,4318,26319558,miRTarBase,Experiment
hsa-miR-132-3p,YY1AP1,55249,26096363,miRTarBase,-
hsa-miR-132-3p,AGO2,27161,26475020,miRTarBase,-
hsa-miR-132-3p,SOX6,55553,27556448,miRTarBase,-
hsa-miR-132-3p,GDF5,8200,27556448,miRTarBase,-
hsa-miR-132-3p,PIK3R3,8503,26252738,miRTarBase,-
hsa-miR-132-3p,SMAD2,4087,25988335,miRTarBase,-
hsa-miR-132-3p,SLC2A1,6513,27398313,miRTarBase,Experiment
hsa-miR-133b,BCL2L2,599,19654003//20056941//25414595//24391788//27802259,miRTarBase,-
hsa-miR-133b,PKM,5315,27073574//28641694,miRTarBase,Experiment
hsa-miR-133b,PITX3,5309,17761882,miRTarBase,-
hsa-miR-133b,PTBP2,58155,17210790,miRTarBase,-
hsa-miR-133b,MCL1,4170,19654003//20056941//24391788//26276722,miRTarBase,Experiment
hsa-miR-133b,IGF1R,3480,19695767//24391788,miRTarBase,Experiment
hsa-miR-133b,KCNH2,3757,17344217//25355491,miRTarBase,-
hsa-miR-133b,FSCN1,6624,21351259//25433493//27900045,miRTarBase,Experiment
hsa-miR-133b,FAIM,55179,22532850,miRTarBase,-
hsa-miR-133b,EGFR,1956,22883469//22407299//26617770,miRTarBase,Experiment
hsa-miR-133b,FGFR1,2260,23296701,miRTarBase,Experiment
hsa-miR-133b,CDK13,8621,23451058,miRTarBase,-
hsa-miR-133b,PTPRK,5796,23451058,miRTarBase,-
hsa-miR-133b,RB1CC1,9821,23451058,miRTarBase,-
hsa-miR-133b,CPNE3,8895,23451058,miRTarBase,-
hsa-miR-133b,PRDM16,63976,23395168,miRTarBase,-
hsa-miR-133b,MET,4233,20505319//24391788,miRTarBase,Experiment
hsa-miR-133b,ERG,2078,17344217,miRTarBase,Experiment
hsa-miR-133b,HCN2,610,18458081,miRTarBase,-
hsa-miR-133b,HCN4,10021,18458081,miRTarBase,-
hsa-miR-133b,STK3,6788,22179829,miRTarBase,-
hsa-miR-133b,CDC42,998,22179829//25152372,miRTarBase,-
hsa-miR-133b,RHOA,387,22179829,miRTarBase,Experiment
hsa-miR-133b,GLI1,2735,24443799,miRTarBase,Experiment
hsa-miR-133b,SP1,6667,24613927,miRTarBase,Experiment
hsa-miR-133b,TAGLN2,8407,24959893,miRTarBase,Experiment
hsa-miR-133b,AKT1,207,25414595,miRTarBase,Experiment
hsa-miR-133b,CXCR4,7852,24330809,miRTarBase,Experiment
hsa-miR-133b,MMP9,4318,24714873,miRTarBase,Experiment
hsa-miR-133b,CCN2,1490,24065814//25451078//26945106,miRTarBase,Prediction
hsa-miR-133b,FOXL2,668,23810756,miRTarBase,-
hsa-miR-133b,FAS,355,26919791,miRTarBase,-
hsa-miR-133b,SIRT1,23411,27166997//27090017,miRTarBase,Experiment
